reviewText,sentimentScore
"This worst movie I've ever seen, that's much said it. It starts good atmosphere; hospital suitably sterile alienating, mood set ""eerie"". And then...nothing. Well, somethings. Just somethings clearly fit in...and effort made clarify connection bizarre yet particularly intimidating critters, hospital they've taken over. I mean, come on, biker duds? Some band watched bit much Gwar. My personal favorite head demon, looks rather lot like middle-aged trucker desperately attempting menace, simultaneously looking like he'd really like prefer sag afghan-covered couch, undo belt, pop cheap beer (probably Schlitz), watch game. Honestly, I've seen far scarier truckers. At truckstops. Drinking coffee. WWWwoooooohHHHHHoooooooo!!!! Scary!! The monsters even cartoonish, even less scary. At least, DVD, videos give explanation presence hospital...they apparently randomly pop places, play bippy ""metal"", cause people dead bit. Barring good special effects, acting entirely terrible given lack decent writing, there's nothing here. It's background-noise movie only.",0
"The plot: A crime lord uniting 3 different mafias entreprise buy island, would serve money-laundering facility organized crime. To thwart that, FBI tries bust one mafia lords. The thing goes wrong, unlikely plot twists turns, presented another ""cop buddies like other"" movie... one female FBI agent, male ex-DEA agent. So far, stupid. But strength movie lie story - poor joke, best. It funny. (At least synchronized German version is). The action good, too, memorable scene involving shot gun rocket launcher. But focus squarely humour. Not intelligent satire, quite slapstick, somewhere between, get lot funny jokes.  However, film opposite political correctness. Legal drug abuse featured prominently, without criticism, even displaying cool. That's bit movie seriously annoyed me, renders unsuitable kids, opinion.  All all, nice evening watching come acceptable action funny jokes, movie perfect. Just remember: In genre, common leave brain door enter cinema / TV room. Then good time. 8/10",1
"The Cameraman's Revenge unusual short subject matter (adultery) animated (Winsor McCay introduced Little Nemo film time) depicts bugs tell story! Ladislaw Starewicz originally wanted film actual bugs fighting get camera hot lights suffered took dead ones started using stop-motion techniques manipulate movements satisfaction. This short good job putting human characteristics little creatures riding motorcycles, painting, filming, kissing, dancing. Starewicz would also make Frogland (1922) The Mascot (1933) first notable work would one. If interested shorts mentioned, check local library borrow DVD The Cameraman't Revenge Other Fantastic Tales Image Entertainment.",1
"Had I familiar stage production Guys Dolls seeing movie, I might fond I am. Although fairness, I would probably still like film production better general adoration Brando (for acting) Sinatra (for voice, although quite actor well, see The Manchurian Candidate From Here Eternity.) As reviewers' statements songs, I Broadway soundtrack though Isabel Bingley's voice outshines Jean Simmons, pleasant. I find rather shrill quality. Jean Simmons' voice much realistic, though admittedly, always huge concern musicals. Also time I particularly noticed Marlon Brando's particularly weak vocal register rendition ""Luck Be A Lady"" I previously familiar Sinatra's version. I also find Vivian Blaine's voice much pleasing movie Broadway. And Sinatra's voice alone would able redeem failings others, indeed need redemption. (They weren't) It infinitely better Sam Levene's, particularly favorite song, 'Sue Me'.  Also, complaint lots songs omitted movie inferior songs, I beg differ. 'A Bushel Peck' hardly gem song replaced it, 'Pet Me Poppa"" accompanying performance Hot Box material. I personally care 'Marry Man Today' rejoice included movie. I adore 'I've Never Been In Love Before', though sung movie, instrumental version heard Nathan Adelaide's dressing room. The song 'A Woman In Love'expresses sentiment equally well probably range stars could capably reach. And movie without song 'Adelaide', included Broadway. In fact, movie soundtrack available sale, I'd recommend purchasing instead Broadway.  Though I seen original production, I cannot imagine acting would superior movie's lead actors.  The important fact story charming ever acting songs make less so.",1
"Why histories Mary Rhoda dour? Divorced women indifferent daughters. And little reference original show characters? The daughter characters silly uninteresting. Why can't ever daughters like mother's TV? It makes sense Mary would leave Minneapolis, Rhoda would return NYC, Phyllis Sue Ann Nivens guest stars? It seems pitiful way remember wonderful characters. It good see Mary Rhoda together course, could better, much better. Well, Mary Tyler Moore Show Reunion, Dick Van Dyke Show Reunion, hopefully Mary better next time revisits old Mary Richards stomping grounds again.",0
"Brilliant movie. The drawings amazing. Too bad ended begun. I┬┤ve waited 21 years sequel, nooooo!!!",1
"The main complaint film fact I CAN NOT tell who. No racism intended, Asians look same! I tell somewhat story, heck thats far goes. The peoples identities mystery, mystery I would care them. Instead I screen ASAP. Tons wide shots silent emotionless faces occupy movie. Heck boring, I know people, sitting there. The production typical Chinese John Woo, terrible video blotched scenes. This looks slightly better Andy Lau's ""Fulltime Killer"" (Which great movie.) You would think decent budget could least make look like 90s Hollywood. I know Chinese art-house beatniks.",0
"It surprises I actually got courage watch bio flick flicks ""Che: Parts 1 & 2"". Why? Because Cuban exile parents would ever found I saw movie despicable mass murderer Cuban revolution, I would grounded life. Hey wait? I adult, can't ground mas. Director Steven Soderbergh, newbie commie (sorry Steven, I take Soder shots here) divides movie two partes Commander Ernesto ""Che"" Guevara's revolutionary life. ""Che: Part 1"" presents Che mid 1950's joined Fidel Castro's guerilla crew revolutionary quest overthrow Cuban President Fulgencio Batista's regime; know revolutionary success them, gargantuan guerilla disaster many Cubans revolted Communism. ""Che: Part 2"" presents Che trying revolutionize T-Shirt industry pitching T-Shirts appalling bearbado face T-Shirt manufacturers. OK, I che-chatting lot crap towards way! I meant say 'Che: Part 2"" focuses Che late 60's trying bring back revolution, time poverty-stricken Bolivia, far different results. In fact, Che ended dead meat enchelada captured killed Bolivian militia 1967. Soderbergh include in-between time two instances Che's life commanded despicable La Cabana Fortress Prison Cuba, mass murdered many Cubans opposed Communism. That I think Soderbergh executed cinematic injustice showing viewers atrocious Guevara really was. I decide see ""Che"" hopes Soderbergh would glamorize him, instead present disturbed really was. Unfortunately, Soderbergh latter sadly decided present Guevara Revolutionary hero, not. He sick man thank God probably bottom devil barrel. Now, I objectivistic reviewer must admit Benicio Del Toro's performance Che extremely commanding, worthy merit. And Demian Bichir haunting dead-ringer Fidel Castro meticulous performance. But rest cast ""Che"" primarily comprised mediocre performances actors portraying Guerilla soldiers. And much I admire Matt Damon, Sodebergh throw revolutionary mix Spanish-speaking cameo performance portraying Bolivian delegate? Soderbergh present biopic mostly ""too much talk enough action"" 4 hours 30 minutes. We much Che already, even posthumously ridiculous t-shirts, give us much him? But I guess Del Toro horns (as Steven), I guess saving grace totally executing ""Che: Parts 1 &2"". *** Average",1
"Some people loved ""The Aristocrats"" others hated it, frequently walking middle. Reactions Eddie Izzard likely extreme -- handle transvestite comedian (who says likes girls) vocabulary makes, shall say, enough use ""f"" word program would one long beep presented network television. Many Izzard's fans devoted see flaws whatsoever performances. On hand, I thought show occasionally flatter Izzard's chest also often funny and, spots, absolutely hilarious. He way connecting references routines early show later routines. He's story teller. He's joke maker. He's frenetic fantasist like Robin Williams. He plays around ideas, work -- routine San Francisco cable car Alcatraz, instance -- completely unfunny. He way, however, moving gracefully past flopped routines extending ones connect. I gave performance 7 might persuaded raise 8. But 10? No way.",1
"Police Story stunning series set pieces Jackie Chan show unique talents bravery. Some stunts among Jackie's best dangerous whole mall fight finale probably Jackie's greatest single fight sequence, brutal less comedic say Project A Drunken Master end fight almost feel pain impact. But unfortunately rest film hold quality rather formulaic cop thriller comedy elements. I always prefer JC films Project A natural comic talents shine through. In serious confines elements Police Story work me. Having said though still Jackies best films due incredible stunt work sheer spectacle. As usual Hong Kong films avoid English dubbed DVD version truly awful stick subtitles. Great stunts, OK movie fine starting point seen JC movie well worth watch movie fan 7/10",1
"This noir may best remembered film era, features great mystery plot, common noir atmosphere good performances lesser known cast members. Robert Siodmak, talented director behind mystery/horror classic 'The Spiral Staircase' directed film two years earlier aforementioned film, shows real flair creating dark brooding atmosphere well creating plot intrigues fascinates viewer. Phantom Lady focuses Scott Henderson; man married woman like. He picks lady big hat bar one night, two agree 'no strings attached' night fun. However, returns home find apartment infested police officers soon finds reason wife strangled one neck ties! He's dismayed find one saw mysterious woman remember her, naturally jury sends murder wife. However, luckily beautiful female employee gets case... The plot moves along nicely throughout, unlike many better known noirs, one features murders make proceedings interesting. In fact, fact made forties shot black white, I would swear Phantom Lady Italian Giallo! The central characters interesting enough, Alan Curtis providing good portrayal unfortunate victim, Ella Raines effective female impromptu detective. The real standout film, however, Franchot Tone, provides memorable performance insane villain piece. The film also features role supporting actor extraordinaire Elisha Cook Jr, features playing drums film's memorable segment. If I criticise film, I would say identity murderer revealed little early - although Phantom Lady deserve credit front original way goes it. The conclusion satisfying everything makes sense (which amazing considering unlikely plot line) overall, Phantom Lady surely one greatest under-seen noirs ever made!",1
"As far I recall, Balanchine's alterations Tchaikovsky's score follows: 1) The final section Grossvatertanz (a traditional tune played end party) repeated several times give children last dance scene over. 2) A violin solo, written eliminated Tchaikovsky's score The Sleeping Beauty, interpolated end party scene beginning transformation scene. Balanchine chose music melodic relationship music growing Christmas tree occurs shortly thereafter. 3) The solo Sugar Plum Fairy's cavalier eliminated. It seems accusation Balanchine somehow desecrated Tchaikovsky's great score misplaced.",1
"Hitler, rise Evil clearly produced people emotionally unburdened horrors World War 2. Which makes watching refreshing experience. I think greatest value lies crystal clear revealing Nazi-mechanism. Of utterly corrupt ways Hitler used make top. Having arrived there, film ends. When top, 'Fuhrer' (= German 'leader') led Germany biggest & devastating war history mankind. Ending six years later Germany's utter defeat. As result, Germany lost eastern provinces (= 35% prewar soil), forced accept 44 year-split remaining territory. Both West East Germany rebuilt scrap, reputations severely damaged many Nazi-atrocities inspired racism. As I said, ""Hitler, rise Evil"" makes good watch. Set acceptable thirties-environment, (more than) competent acting. In particular Peter O'Toole's role aged president von Hindenburg stands out, even adds extra dimension. My copy ""Hitler, rise Evil"" also provides second DVD two good documentary films. One Hitler's personality, second deals forgery Hitler-diaries. In 1983 forgery caused hilarious scandal England Germany, damaging reputations several historians journalists.",1
"You marvel incredibly sophisticated computer animation, novelty probably wear first, second third viewing, you?ll drawn characters simple yet intriguing, may find actually caring unexpected way, may may make feel little childish due medium. Disney continues firmly hold title ""Greatest Animation World"", ""A Bug?s Life"" standing one greatest achievements. One innovative attachments delightful ""out-takes"" added end film. The DVD two sets out-takes I?m told VHS cassette one alternating version per tape. The DVD also features ""Gerry?s Game"" delightful little PIXAR short also shown prior film theaters. This far superior insect-film comparison Dreamworks? ""Antz"", fairness pretty good, lacks something animation story development characters. If look star voices films, ""Antz"" largely cast big name ""movie"" stars familiar ""TV"" star voices, ""A Bug?s Life"" opposite, loaded ""TV"" stars Kevin Spacey stand exception. But difference quality distinct obvious. Dreamworks can?t blamed surprised though, go head head Disney, work cut you. This kind film almost makes wish I children share with. Don?t think second movie kids, though.",1
"Wow...OK. So, reading little feud here, I decided I see movie myself. This movie HORRIBLE. I stopped watching it. I strongly recommend cleaning closet instead watching movie, spooked/entertained. It's low budget bad acting. Whoever giving movie 10s completely incorrect disregarded. I way connected reviewers. Simply put, movie worth watching. Very, BAD MOVIE.",0
"Full House great show. I still today growing it. I started watching 8 12 still watching it. fell love characters, especially Stephanie. favorite. sense humor. case people sight hardly watch show, get hooked it. became hooked first show saw, happened first episode, 2002. really good show. really think show go many generations families. great appropriate show ages. parents, teaches kids lessons go life. nothing terrible happens, like violence swearing. really great sit-com. give 5 5 stars. think? OH best time watch home sick school even old office. It make feel lot better. Trust hardly home sick still know make feel better. everybody thinks show stupid, well that's bad get far life even happy life. really watch get hooked it. telling happened everybody else started watching awesome show. well need must go lunch. remember must start watching full house soon!",1
"Saw today 8 year old. I thought cute. I agree poster anything like book I remember, still enjoyed it. All kids pretty good pretty entertaining. Billy new kid accepts dare school bully eat 10 worms day. If loses walk hall school worms pants. The beginning movie set show Billy VERY weak stomach pukes almost anything. Hilarity ensues bunch different way cook worms. Good message standing bullies course, sappy happy ending.",1
"...about importance young, friends, enjoying life. Through experience four friends, Ligabue shows audience life back 70's small italian village. four carachters represent four different aspects human behavior; also drug experience well represented.",1
"This depressingly shallow, naive mostly unfunny look wildly improbable relationship Brooks' psychotic film editor Harold, vapid girlfriend. The two ZERO chemistry together - primarily Harold incapable anything besides looking pretty stage career; also Brooks' character neither interesting likeable. There 15 static, excruciating minutes beginning Brooks, broke Harold, stumbles apartment depressed, drugged state - unbearable. Sappily unimaginatively bookended Joe Cocker's ""You Are So Beautiful"", simply enough material feature film. There hardly anything going periphery relationship give appearance people exist real world. I'm sure Brooks' intention shine white hot spotlight affair and, way, deconstruct it; going writing acting needs far far better here.",0
"Imagine could bring things back life one touch As soon I first heard that, attention locked Trailer, And First Episode I found self love show. A Modern day Fairy Tale Brings Spirits Holds attention throughout entire show. I think Acting Casting perfect, Each Character brings Something Unique show adds perfection. Even one time Villains manage overflow A Unique sense, From Bee Man Guy Swallow Kittens, never seem let down. And Deaths would Normally lead Depressing Moment often end Purely Comical (Such Exploding Scratch & Sniff book) Even large amount Crime shows days, Daisies one really stands rest, Being Mystery love story, Comedy Fairy Tale hint Drama baked one Wonderful pie.....err show. What really shocked fact ABC, For Years I never reason turn ABC, But brought back week Smile face. It Pushing Daisies Brought ABC back life me. But like that, two seasons, A Awards, A Large Fan Base Positive Responses Critics show dropped. It seems though Ned Touched ABC forever killed me. I always fan show though, And I Recommend anyone likes lot talking lot love shows watch.",1
"I originally scored Sarah's show nice fat 8, I've struggled bit humor late thin 7 what's settled in. I shall explain. You either like Sarah's humor, won't. If don't, I doubt anyone could persuade you. You folks know perfectly fine, know too. Moving on, first season gave us fantastic bits Sarah, friends family, pursuits life. In one memorable episode, ""pulled over"" Officer Jay meets first time. - ""Do know I standing here?"" asks. ""Because got C's high school?"" quizzically replies. It seemed genuine question. - That funny stuff book. Sarah come odd angles. In another episode, affair God notably funny. God petty jealous added wonderfully joke. It clever, twisted view, would show us truth humor laughed. Then, came second season. While still without new inventive comedy, seem slipped somewhat banal poop fart jokes, quite simply. I get good laughs there, much seems like filler she, writers, struggle foment original material. Sophomoric tiresome feelings I episodes lately, I gutting gems I find (the turtle) waiting turn around. I fan ""Jesus Magic"" routine would like think I understand capable of. Let's get back that.",1
"Until I saw special HBO, I never heard Eddie Izzard. I sure glad I now! He one funniest comedians I ever seen! Rarely comedian immersed completely craft Eddie. I could stop laughing entire show. If like laugh HAVE see special!",1
"It's genuine shame spin-off TV series inspired superior made-for-TV pictures ""The Night Stalker"" ""The Night Strangler"" lasted single season twenty episodes, best program offered often winning highly entertaining blend sharp cynical humor (Carl Kolchak's spirited verbal sparring matches perpetually irascible long-suffering editor Tony Vincenzo always treat watch hear), clever writing, nifty supernatural menaces (gotta love offbeat original creatures ""The Spanish Moss Murders,"" ""The Sentry,"" ""Horror Heights,"" plus can't go wrong tried'n'true fright favorites zombies, vampires, werewolves, witches), colorful characters, lively acting raft cool guest stars (legendary biker flick icon William Smith got rare chance tackle heroic lead ""The Energy Eater"" episodes featured great veteran character actors like Keenan Wynn, John Fiedler, John Dehner, Severn Darden, William Daniels juicy roles), effective moments genuine suspense (the sewer-set climax ""The Spanish Moss Murders"" particular truly harrowing), and, best all, one Darren McGavin peak zesty form brash, aggressive, excitable, basically decent, brave, honest small-time Chicago, Illinois newspaper reporter Carl Kolchak. Kolchak quintessential 70's everyman protagonist, wily quick-witted fellow strong nose tasty scoop unfortunate knack getting kinds trouble. Moreover, occasionally bumbling Kolchak anything superhuman; usually either tripped stumbled running away deadly threat, yet possessed certain inner strength courage enabled save human race time time kinds lethal otherworldly foes. Kolchak surrounded handful enjoyable secondary characters: Simon Oakland perfect Carl's chronically ill-tempered boss Tony Vincenzo, Jack Grinnage prissy Ron Updyke made ideal comic foil, Ruth McDevitt simply delightful sweet Miss Emily Cowles, Carol Ann Susi likewise lot fun eager beaver rookie Monique Marmelstein (who alas disappeared popping three episodes). Granted, show suffer lackluster make-up special effects (the titular lycanthrope ""The Werewolf"" unfortunately resembles Yorkshire terrier!) latter episodes boasted laughably silly monsters (the headless motorcyclist ""Chopper,"" Cathy Lee Crosby Helen Troy ""The Youth Killer'), even second-rate shows redeemed program's trademark wickedly sly sardonic wit McGavin's boundless vitality engagingly scrappy presence.",1
"PUT THE CAMERA ON ME deceptively cute film. It actually complex glimpse psychology children offers interesting insights development adults artist. On surface nostalgic look home movies made 80's group upper class neighborhood kids. One film's directors, Darren Stein, access video camera quickly took artistic leader movies. Sure, cute kids fun. But, also much more. This look moments time children grapple number confusing issues us face life --- fear, sexual awakening, unrequited love, loneliness trying make sense adult world seems explode around us. As get older tend forget overwhlelming realities life little.  What makes film valid watch young Darren Stein turn little general filmmaker. It clear Darren running show little movies vision informed friends, problems, interpersonal dynamics general confusion regarding horrors adult life. A lot children make home movies, I've never heard seen children create ""little"" movies holocaust, homosexuality, nuclear war inability fit make friends. These kids confronting dealing heavy stuff!  The power film way Stein Shell pull various scenes together tightly running interviews kids --- adults still friends. This adds new angle film. How many us stayed touch childhood friends? These guys have. And, many issues dealing still running two decades later.  Among conflicts -- confession crush reveals heart still broken, normal childhood sexual experience continues ""sticky"" subject two men, ongoing resentments dynamics relationships still member team remains much charge center stage! Which makes perfect sense one watches home movies progress course couple years. Darren Stein director. No doubt it.  Stein Shell take turns chatting time time one can't help imagine awkwardness allowing us peek young lives people. This particularly true Stein gone great deal success entertainment industry film producer, writer director. From first moment PUT THE CAMERA ON ME see emergence gay little boy trying figure out. We also see sides artistic mind personality always ""nice"" ""caring"" --- and, bold move artist share audience.  There many revealing moments, disturbing complex moments involve movie see Jewish concentration camp victim tortured killed Nazi. We discover thru interviews narration Nazi played Jewish child part victim played gentile child. It painfully disturbing moment glimpses darker side fear way children work thru horrors adult world beyond adult understanding much less child.  This much home movies. This documentary captures pain, beauty, joy sadness growing up. Powerful stuff --- well worth seeing!  :",1
"I vague idea Bettie Page was, partly due appearance wee days Playboy (apparently, got photo taken Santa hat, that, know mag was). The movie, co-written directed American Psycho's Mary Harron, fleshes key parts life well enough. A southern belle church goer bad experiences leaves behind seek better times New York City, gets modeling, lot more. Soon, becomes underground pin-up sensation, bondage obvious (and ""notorious"" title) trait attributed her. The actress Gretchen Moll portrays her, gets spirit woman well could, really lot success film. She's simplistic character, even times ideas morality questionable (""well, Adam Eve naked, they?"" comments couple times). Apparently, filmmakers leave later years Page's life leave kind redemptive period, leaving behind photo shoots Jesus. In all, Notrious Bettie Page much kind usual bio-pic presented HBO films, albeit time stamina feature-film release. The best scenes Harron captures Page ""questionable"" positions, getting photos over-the-top poses starring ridiculous films whips chains leather uniforms. This adds much needed comic relief film's otherwise usual nature. It's story behind uninteresting, involves government's investigation 'smut' came photos underground magazines. But much time given explore merely hinted at, Page complexities relationships sex fifties. It's given really neat black white look sometimes seemed Harron progressing black white photos tinted went along. It's watchable view knowledgeable Bette Page, probably fans too.",1
"Not everything said excellent first feature C├⌐line Sciamma. The friendship, ""wanting fit in"", first sexual feelings... All much sublimated underwater synchro swimming scenes. All three girls movie try find express personality different way. It much less violent approach understanding teenage years compared to, say, ""Thirteen"", worthwhile trip nonetheless. A must see, please leave American cinematographic preconceptions door. The soundtrack A+ way. Bon cin├⌐ma !",1
"A pretty average movie brave one Ms Hawn promote vehicle Exec Producer & starring vehicle. Although ends vindicated, willing portray dizzy bimbo. How many A listed actresses subjected butt injury pratfalls since movie? Not many. Does mean female butt cannot funny? Goldie surpasses actresses maintained screen persona & ventures projects won't. Sandra Bullock occasionally goes there,for example, Miss Congeniality Nicole Kidman would never cop pratfall. A wonderful performer. Great see favorite actors, Chris Sarandon & Cliff DeYoung notably.",1
"I watched The Babysitter part BCI Eclipse' Drive-in Cult Classics (featuring Crown International Pictures releases) DVD. I think good film. This movie packs lot story short time. You hippies, rock music, bikers, lesbians, sexual impropriety, blackmail, murder, one spot!  The lead actors credible job. And, I found intricately woven plot believable interesting. However, supporting cast, primarily bikers, delivers stilted performance, particularly asked deliver lines words. Perhaps used real bikers, instead actors. A couple characters, particular, exceptionally believable. The musical score absolutely spot-on, times, tempo, moving story forward. I found music real treat. I noticed opening credits movie featured music ""The Food,"" I googled them; but, find anything... In case, George E. Carey wrote, produced starred movie liked idea much (of wayward married man brought redemption trials tribulation; and, little help - course) wrote, produced starred ""Weekend Babysitter.""",1
"Someday somebody going write essay comparing Paul Naschy's ""Fury Wolfman"" great Spanish surrealist films, ""L'age D'or"" ""Un Chien Andelou"". The Naschy film masterpiece delirium beginning end. Dali Bunuel probably loved it, ate hearts seeing someone apparent ease rack brains pull off. The film lacks cohesive structure even though plot moves A B C. Some mishmash ""Professor Walterman"" -- first name, mind -- bitten Yeti monster expedition Tibet since, understandable. One jealous colleagues, insane daughter noted Doctor Wolfstein, knows condition reveals wife cheating him. But setup twisted scientific experiment unleash inner beast. ""Walterman"" flips out, turns werewolf, kills people, electrocuted, dies, buried, unburied, taken castle filled circus freaks, wired various machines, zapped assorted electronic effects, injected potent elixirs, chained up, turns werewolf, woman evening gown thigh-high Nazi fetish boots whips him, escapes, helps pretty female doctor find way castle, fends circus freaks battle axe, eventually turns back werewolf, fight death female werewolf incarnation cheating wife. The lady Nazi boots shoots silver bullets Luger pistol, die together, pretty doctor walks morning studly reporter, nothing. ""Look! What beautiful day is!""  ""La furia del Hombre Lobo"" written Paul Naschy hurry. Original director Enrique Eguilez fired replaced Jos├⌐ Mar├¡a Zabalza, drunk infamously intoxicated throughout production. He often unable work (though find time instruct 14 year old nephew make alterations script) Naschy ended directing much film uncredited. Zabalza rally enough clip action scenes one Naschy's previous movies, ""Mark Wolfman"". The scenes fortunately good enough use twice even costumes different, helped pad runtime Zabalza refused get bed finish movie. Post production nightmare. Nobody knew editing, money ran out, master print disappeared while, pre-release screening film distributor executive arrived find Zabalza urinating gutter front theater. He drunk find restroom least made curb. Yet somehow film works, let it. It keys atavistic memories murky castles, vaulted catacombs, chains, whips, gloomy moors. Fans sort things find hypnotically watchable even story whole make much sense due fractured discontinuity execution. In one scene pouring rain wolfman howls lightning; next shot bone dry he's howling full moon. Then raining again. And yet look gaffe. Its like unfolding dream contradictions possible, opposites same, effects proceed causes; First wolfman picks power cable screams, cable starts sparking electricity. People say low budget hurts overall effectiveness -- I say film would unwatchable dime spend. It marvel making something nothing, succeeds could had, does. It's easy laugh stuff like even easier dismiss it. The trick able see mayhem, rather regard chaos part effect. Paul Naschy died last week age 75. He ill pancreatic cancer year more, working film projects right last days, passed away Madrid, Spain, family receiving chemotherapy treatment. His rich, varied, surprisingly lengthy career legacy man stubbornly pursuing artistic vision face universal mainstream disinterest. And yet us eleven year old kid watch movies like ""Fury Wolfman"" rapt awe. Even people like Euro Horror discover something movie marvel at, minute couple spots. You find free Archive.Org even buy DVD nickel. It's worth far, far more. Amusingly, Naschy horrified learn many others like regard twisted, sick, demented little movie classic, outright masterpiece Cinema Dementia. The problems encountered production mess film left perhaps personal artistic disappointment Naschy forgive. I would never presume dare forgive him, I say this: I'd rather watch ""Fury Wolfman"" dingiest, cut degraded fullscreen public domain print ever sit though overbearing, obnoxious crap churning Swine Flu cineplexes weekend. The world lost great artist month. Watch films, remember. 9/10",1
First I would like say Edison Chen extremely hot Sam Lee looking much better XD! This probably one original movies I seen far; shows poverty lifestyle background Cambodian. The Cambodian(Edison aka Pang) goes around killing people survive himself; done throughout entire life. Sam Lee's(Wai) duty capture Cambodian good. There tons violent actions good story it. The movie shows struggles two characters; beat like angry dogs. GO AND WATCH PPL...STRONGLY SUGGESSTED!!! (GO HK FILMS),1
"I complained ABC cancellation six degrees. If enough people could enough bring fabulous show back life!! Just go onto official site rest simple enough. I understand show cancelled. What fantastic show, cast characters. The whole concept gripping viewing! I astounded favourite show one series. Why this? Six degrees phenomenal, better many TV programmes there! Until I heard stopping friend even occurred might happen.",1
"I saw Toronto Film Festival, I hope gets wide release I want see again! It character-driven film, Andrew David task. Any discussion plot might be considered spoilers, I'll say storyline clever, acting superb, effects amazing. Well-filmed well-paced too. One best films I seen ages, refreshing summer dreary movies. It audience laughing whole time. See can. (I particularly liked ""Candy bar! Candy bar!"" scene.)",1
"I saw film Toronto International Film Festival. I loved this, obvious reasons. Blindsight documentary group blind Tibetan teenagers attempt climb one Mount Everest's sister peaks. Now, kind thing usually can't miss. Inspirational. Moving. Pretty standard, right? And even film that, I'd still liked it. But much more. Blind herself, German Sabriye Tenberken established school blind children Tibet, culture sees blindness curse, evidence person bad things previous life. Many children school shunned whole lives, best, burden families. As part education, Tenberken shares story American Erik Weihenmayer, first blind person reach summit Mount Everest. She sends letter inviting come visit students. Instead, comes plan. He'll arrange expedition climb 23,000 foot Lhakpa Ri provide guides equipment. Sabriye finds six willing participants fun starts. Erik's team mostly American, mostly male, mostly sighted. As experienced mountaineers, they're Type-A personalities, gung-ho goal-oriented. Sabriye European, female, blind, students ""project,"" matter well-intentioned. Additionally, students Tibetan, old enough confident enough always stand themselves. As expedition unfolds, become pawns two adult ""sides,"" wanting please both, time wanting gain confidence comes accomplishment. As additional obstacle (other blind, is), speaking English second cases, third language, struggle understand make understood. When turns none students climbing experience, much coordinated others, begins unravel Erik's original plan reach summit together. As students teachers begin suffer effects high altitude, decisions must made whether continue send mountain. Among effects high altitude increased irritability, see feeds conflict adults. At risk oversimplifying, one side destination all, want enjoy journey. I tell turns out, except say one surprising thought-provoking stories I've seen long time. The film also weaves bits climber's story narrative, sorely needed, since climb, kids tended keep heads mouths shut. With drama going around them, surprising. The backstories turns charming heartbreaking, I found strange I found closer tears beginning film end. This contrary expectations, another pleasant surprise. In addition human drama cover, director Walker small crew contend frigid oxygen-deprived conditions herself, lugging equipment mountains hoping break down. As great documentaries, filmmaker lucky enough (or smart enough, prepared enough) right place right time, captured special story much say people want ""what's best kids"" kids themselves.",1
"- Having grown tired rat race cramped living conditions New York City, Jim Blandings (Cary Grant) finds property country wife children. He's hoping find simple life. But, building house proves anything simple. As headaches bills start piling up, laughs. Will Mr. Blanding's ever get dream house?  - What makes movie special three main actors - Grant, Myrna Loy, Melvyn Douglas. Any three capable carrying movie own, combine talents, almost every scene special. Grant always favorite mine type role. He good playing put upon husband. Loy always joy watch. The Thin Man films made William Powell near perfect. And Douglas become favorite mine last two three years. Douglas also appeared The Old Dark House, particular favorite mine. - The movie definitely product time. I get kick imagining time could build two-story, three bedroom, four bathroom house $15,000 income year. Throw fact two children attend private school live-in maid becomes almost fanciful. - However, anyone bought built house, many situations predicaments Blanding's find easily relatable today. And that's comedy comes in. How many people done stupid things couple movie end costing money expected? - The biggest complaint I Mr. Blandings whole ""wife love best friend"" subplot. It's really necessary plot feels out-of-place uncomfortable presented.",1
"This movie misunderstood even funny. If think seeing one shootings.. stay clear. This one deals effects trauma survivors must endure. Even detectives seeking answer do...WHY? Fantastic acting two leading ladies see ignore affected things affected with. Yes language harsh times, suits characters well. There loose ends left unanswered, movies these. The major issues dealt movie makes major statement us adults feel major incidents. Highly recommended teens adults.",1
"This centers unironic notions coming grips guilt.  Merrill berates distraught boy stop 'whining' Rennie's death. Old-style real men action, here. The crashing model plane car crash must impressive big screen. The storytelling itself, despite flashback sequences, plays straight -- narrators trusted us (regardless 'truth' 'untruth' dialogue), there's game viewer narrative structure. This would become rough template future retellings, ""Fearless"". So we're left individual performance, level, best Wynn's bantering, virtual one-man show.",0
"After years I still consider series finest example World War II documentary film making. The interviews many participants countries set apart project. It would great see contemporary documentarian(Ken Burns ?) take topic try gather information veterans gone. With modern technology improve old archival footage lots information unearthed since 1974 The World At War produced, updated version series would welcome. The History Channel made fine shows dealing many aspects WWII expansive series World At War successfully attempted since original. If interested era miss series. It required viewing.",1
